,JeffFlake,SenJonKyl,reppeteaguilar,repcardenas,DarrellIssa,SteveKnight25,DanaRohrabacher,RepEdRoyce,RepDavidValadao,RepMikeCoffman,RepJaredPolis,ChrisCoons,repcharliecrist,TomRooney,RosLehtinen,SenBillNelson,sanfordbishop,SenatorIsakson,ColleenHanabusa,RepRodBlum,RepDavidYoung,Raul_Labrador,RepGutierrez,RepHultgren,PeterRoskam,repandrecarson,ToddRokita,SenDonnelly,nikiinthehouse,RepCummings,RepJohnDelaney,RepPoliquin,RepJackBergman,repsandylevin,keithellison,USRepRickNolan,ErikPaulsen,RepTimWalz,lacyclaymo1,ClairecMc,GreggHarper,RepWalterJones,RepMarkMeadows,reppittenger,SenatorHeitkamp,RepSheaPorter,RepLanceNJ7,RepTomMacArthur,RepLujanGrisham,RubenKihuen,RosenforNevada,sencortezmasto,SenDeanHeller,YvetteClarke,RepDanDonovan,JohnFasoNY,ClaudiaTenney,RepJimRenacci,RepRussell,JimInhofe,reploubarletta,RepFitzpatrick,RepTomMarino,KeithRothfus,SenatorSmucker,TGowdySC,RepSanfordSC,RepDianeBlack,RepJohnDuncanJr,SenBobCorker,RepJoeBarton,RepHensarling,SamsPressShop,RepBetoORourke,JudgeTedPoe,PeteSessions,LamarSmithTX21,SenOrrinHatch,RepComstock,GarrettforVA,RepGoodlatte,ScotttaylorVA,SenatorLeahy,TeamReichert,SenShelby,DougJones,RepByrne,RepMarthaRoby,RepMikeRogersAL,Robert_Aderholt,RepMoBrooks,USRepGaryPalmer,RepTerriSewell,SenDanSullivan,lisamurkowski,RepDonYoung,RepAmata,SenMcSallyAZ,SenatorSinema,TomOHalleran,RepKirkPatrick,RepRaulGrijalva,RepGosar,AndyBiggs4AZ,RepDavid,RepRubenGallego,RepDLesko,RepGregStanton,SenTomCotton,JohnBoozman,RepRickCrawford,RepFrenchHill,rep_stevewomack,RepWesterman,SenFeinstein,KamalaHarris,RepLaMalfa,RepHuffman,RepGaramendi,RepMcClintock,RepThompson,DorisMatsui,RepBera,RepPaulCook,RepMcNerney,RepJoshHarder,RepDeSaulnier,SpeakerPelosi,RepBarbaraLee,RepSpeier,RepSwalwell,RepJimCosta,RoKhannaUSA,RepAnnaEshoo,RepZoeLofgren,JimmyPanetta,RepTJCox,DevinNunes,GOPLeader,CarbajalSalud,MikeGarcia2020,RepBrownley,RepJudyChu,RepAdamSchiff,RepCardenas,BradSherman,RepPeteAguilar,gracenapolitano,RepTedLieu,RepJimmyGomez,NormaJTorres,RepRaulRuizMD,RepKarenBass,RepLindaSanchez,RepGilCisneros,RepRoybalAllard,RepMarkTakano,KenCalvert,MaxineWaters,Nanette4CA,RepKatiePorter,RepLouCorrea,RepLowenthal,RepHarley,RepMikeLevin,RepJuanVargas,RepScottPeters,RepSusanDavis,MichaelBennet,SenCoryGardner,RepDianaDeGette,RepJoeNeguse,RepTipton,RepKenBuck,RepDLamborn,RepJasonCrow,RepPerlmutter,ChrisMurphyCT,SenBlumenthal,RepJohnLarson,RepJoeCourtney,rosadelauro,jahimes,RepJahanaHayes,SenCoonsOffice,SenatorCarper,LisaBRochester,EleanorNorton,marcorubio,ScottforFlorida,MattGaetz,DrNealDunnFL2,RepTedYoho,JRutherfordFL,AlLawsonJr,RepMichaelWaltz,SMurphyCongress,congbillposey,RepDarrenSoto,Val_Demings,RepWebster,RepGusBilirakis,CharlieCrist,USRepKCastor,RepRossSpano,VernBuchanan,RepGregSteube,BrianMastFL,FrancisRooney,RepHastingsFL,RepLoisFrankel,RepTedDeutch,RepDWStweets,RepWilson,MarioDB,RepDMP,RepShalala,sendavidperdue,SenatorLoeffler,RepBuddyCarter,SanfordBishop,DrewFergusonGA,RepHankJohnson,repjohnlewis,RepLucyMcBath,RepRobWoodall,AustinScottGA08,RepDougCollins,CongressmanHice,RepLoudermilk,RepRickAllen,repdavidscott,RepTomGraves,GuamCongressman,SenBrianSchatz,maziehirono,RepEdCase,TulsiPress,SenatorRisch,MikeCrapo,RepRussFulcher,CongMikeSimpson,SenDuckworth,SenatorDurbin,RepBobbyRush,RepRobinKelly,RepLipinski,RepChuyGarcia,RepMikeQuigley,RepCasten,RepDannyDavis,RajaForCongress,janschakowsky,RepSchneider,RepBillFoster,RepBost,RodneyDavis,RepUnderwood,RepShimkus,RepKinzinger,RepCheri,ElectLaHood,Braun4Indiana,SenToddYoung,RepVisclosky,RepWalorski,Jim_Banks,RepJimBaird,SusanWBrooks,RepGregPence,RepAndreCarson,RepLarryBucshon,VoteForTrey,ChuckGrassley,SenJoniErnst,RepFinkenauer,daveloebsack,RepCindyAxne,SteveKingIA,SenPatRoberts,JerryMoran,RogerMarshallMD,Rep_Watkins,RepDavids,RepRonEstes,RandPaul,McConnellPress,JamesComer,RepGuthrie,RepJohnYarmuth,RepThomasMassie,RepAndyBarr,JohnKennedyLA,BillCassidy,SteveScalise,RepRichmond,CaptClayHIggins,RepMikeJohnson,RepAbraham,RepGarretGraves,SenAngusKing,SenatorCollins,chelliepingree,RepGolden,ChrisVanHollen,SenatorCardin,RepAndyHarrisMD,Call_Me_Dutch,RepSarbanes,RepAnthonyBrown,LeaderHoyer,RepDavidTrone,Mfume4Congress,Jamie_Raskin,SenWarren,SenMarkey,RepRichardNeal,RepMcGovern,RepLoriTrahan,RepJoeKennedy,RepKClark,teammoulton,RepPressley,RepStephenLynch,USRepKeating,SenStabenow,SenGaryPeters,JackBergman_MI1,RepHuizenga,justinamash,RepMoolenaar,RepDanKildee,RepFredUpton,RepWalberg,RepSlotkin,RepAndyLevin,PaulMitchell4us,RepHaleyStevens,RepDebDingell,RepRashida,RepLawrence,amyklobuchar,SenTinaSmith,RepHagedorn,RepAngieCraig,RepDeanPhillips,BettyMcCollum04,IlhanMN,RepTomEmmer,collinpeterson,RepPeteStauber,SenatorWicker,SenHydeSmith,RepTrentKelly,BennieGThompson,RepMichaelGuest,CongPalazzo,HawleyMO,RoyBlunt,LacyClayMO1,RepAnnWagner,RepBlaine,RepHartzler,repcleaver,RepSamGraves,USRepLong,RepJasonSmith,SenatorTester,SteveDaines,GregForMontana,SenSasse,SenatorFischer,JeffFortenberry,RepDonBacon,RepAdrianSmith,SenJackyRosen,CatherineForNV,repdinatitus,MarkAmodeiNV2,RepSusieLee,RepHorsford,SenatorShaheen,Maggie_Hassan,RepChrisPappas,RepAnnieKuster,SenatorMenendez,CoryBooker,DonNorcross4NJ,JeffVanDrew,RepAndyKimNJ,RepChrisSmith,JoshGottheimer,FrankPallone,RepMalinowski,RepSires,BillPascrell,RepDonaldPayne,RepSherrill,RepBonnie,SenatorTomUdall,MartinHeinrich,RepDebHaaland,RepTorresSmall,repbenraylujan,SenSchumer,SenGillibrand,RepLeeZeldin,RepPeteKing,Tom_Suozzi,RepKathleenRice,RepGregoryMeeks,RepGraceMeng,NydiaVelazquez,RepJeffries,RepYvetteClarke,RepJerryNadler,RepMaxRose,RepMaloney,EspaillatNY,RepAOC,RepJoseSerrano,RepEliotEngel,NitaLowey,RepSeanMaloney,RepDelgado,RepPaulTonko,RepStefanik,RepBrindisi,RepTomReed,RepJohnKatko,RepJoeMorelle,RepBrianHiggins,SenThomTillis,SenatorBurr,GKButterfield,GeorgeHolding,RepGregMurphy,RepDavidEPrice,virginiafoxx,RepMarkWalker,RepDavidRouzer,RepRichHudson,jdanbishop,PatrickMcHenry,RepAdams,BuddforCongress,SenJohnHoeven,SenKevinCramer,RepArmstrongND,Kilili_Sablan,senrobportman,SenSherrodBrown,RepSteveChabot,RepBradWenstrup,RepBeatty,Jim_Jordan,boblatta,RepBillJohnson,RepBobGibbs,WarrenDavidson,RepMarcyKaptur,RepMikeTurner,RepMarciaFudge,RepBalderson,RepTimRyan,RepDaveJoyce,RepSteveStivers,RepAGonzalez,SenatorLankford,InhofePress,RepKevinHern,RepMullin,RepFrankLucas,TomColeOK04,RepKendraHorn,RonWyden,SenJeffMerkley,RepBonamici,repgregwalden,repblumenauer,RepPeterDeFazio,RepSchrader,Jenniffer2012,SenToomey,SenBobCasey,RepBrianFitz,CongBoyle,RepDwightEvans,RepDean,RepMGS,RepHoulahan,RepSusanWild,RepCartwright,RepMeuser,RepScottPerry,RepJohnJoyce,GReschenthaler,CongressmanGT,MikeKellyforPA,RepConorLamb,USRepMikeDoyle,SenWhitehouse,SenJackReed,RepCicilline,jimlangevin,SenatorTimScott,LindseyGrahamSC,RepCunningham,RepJoeWilson,RepJeffDuncan,RepTimmons,RepRalphNorman,WhipClyburn,RepTomRice,SenJohnThune,SenatorRounds,RepDustyJohnson,MarshaBlackburn,SenAlexander,DrPhilRoe,RepTimBurchett,RepChuck,DesJarlaisTN04,repjimcooper,RepJohnRose,RepMarkGreen,DavidKustoff,RepCohen,SenTedCruz,JohnCornyn,replouiegohmert,RepDanCrenshaw,RepVanTaylor,Lancegooden,RepRonWright,RepFletcher,RepKevinBrady,RepAlGreen,RepMcCaul,ConawayTX11,RepKayGranger,MacTXPress,TXRandy14,RepGonzalez,RepEscobar,RepBillFlores,JacksonLeeTX18,JodeyArrington,JoaquinCastrotx,RepChipRoy,PeteOlson,HurdOnTheHill,RepKenMarchant,RepRWilliams,michaelcburgess,RepCloudTX,RepCuellar,RepSylviaGarcia,RepEBJ,JudgeCarter,RepColinAllred,RepVeasey,RepFilemonVela,RepLloydDoggett,RepBrianBabin,SenMikeLee,SenatorRomney,RepHalRogers,RepChrisStewart,RepJohnCurtis,RepBenMcAdams,SenSanders,PeterWelch,MarkWarner,timkaine,RobWittman,RepElaineLuria,BobbyScott,Donald_McEachin,RepRiggleman,RepBenCline,RepSpanberger,RepDonBeyer,RepMGriffith,RepWexton,GerryConnolly,StaceyPlaskett,PattyMurray,SenatorCantwell,RepDelBene,RepRickLarsen,HerreraBeutler,RepNewhouse,cathymcmorris,RepDerekKilmer,PramilaJayapal,RepKimSchrier,RepAdamSmith,RepDennyHeck,Sen_JoeManchin,SenCapito,RepMcKinley,RepAlexMooney,RepCarolMiller,SenRonJohnson,SenatorBaldwin,RepBryanSteil,repmarkpocan,RepRonKind,RepGwenMoore,JimPressOffice,RepGrothman,TomTiffanyWI,MikeforWI,SenatorEnzi,SenJohnBarrasso,Liz_Cheney,realDonaldTrump
JeffFlake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SenJonKyl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reppeteaguilar,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
repcardenas,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
DarrellIssa,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
SteveKnight25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DanaRohrabacher,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
